date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:25:23	19816/19816	---M--	200	added ('OK')	image/jpeg	etag:%224d68-60bc3b0172218%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/influencer-hover.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/influencer-hover.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:23	19690/19690	---M--	200	added ('OK')	image/jpeg	etag:%224cea-60bc3b030b8e7%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-grey-vertical.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-grey-vertical.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:25	16072/16072	---M--	200	added ('OK')	image/jpeg	etag:%223ec8-60bc3b1d1980f%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-blue-vertical.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-blue-vertical.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:27	390354/390354	---M--	200	added ('OK')	image/png	etag:%225f4d2-60bc3a83804f1%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/08/mesh-gradient.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/08/mesh-gradient.png	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2013:55:51%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/a	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/a.42.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
19:25:49	61173/61173	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202024%2013:55:52%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/POST	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/POST	(from https://connect.facebook.net/en_US/fbevents.js)
19:25:50	61173/61173	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202024%2013:55:53%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/b.resolvedLink	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
19:25:50	0/-1	---M--	301	error ('')			https://nextlevel-erlebnisse.de/sandboxvr/a	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/a.45.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
19:25:51	61173/61173	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202024%2013:55:54%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/schema.org/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:25:51	61173/61173	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202024%2013:55:54%20GMT	https://nextlevel-erlebnisse.de/signals/iwl.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
19:25:51	25328/25328	---MCZ	200	added ('OK')	text/css	etag:W/%2262f0-60d08f3e41282%22	https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-4630.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-4630.css	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:52	17641/17641	---M--	200	added ('OK')	image/png	etag:%2244e9-60bd47d89d33e%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Sandbox_Preisuebersicht_v2_web-720x432.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Sandbox_Preisuebersicht_v2_web-720x432.png	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:52	9441/9441	---M--	200	added ('OK')	image/jpeg	etag:%2224e1-60bcb2c6f5f02%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/11/felder-gutscheinvoucher-300x300.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/11/felder-gutscheinvoucher-300x300.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:53	40986/40986	---M--	200	added ('OK')	image/png	etag:%22a01a-5f831416674b3%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/11/voucher-paypal.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/11/voucher-paypal.png	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:53	212437/212437	---M--	200	added ('OK')	image/jpeg	etag:%2233dd5-5f83141662693%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/11/felder-gutscheinvoucher.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/11/felder-gutscheinvoucher.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:54	11198/11198	---M--	200	added ('OK')	image/jpeg	etag:%222bbe-60bd90a951d8e%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Gutschein_Sandbox_12x3_web-300x200.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Gutschein_Sandbox_12x3_web-300x200.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:54	18538/18538	---M--	200	added ('OK')	image/jpeg	etag:%22486a-60bd90ac68dd9%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/12/geschenkbox_Sandbox_weihnachtlich_2x3_web-1-300x200.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/12/geschenkbox_Sandbox_weihnachtlich_2x3_web-1-300x200.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:54	11403/11403	---M--	200	added ('OK')	image/jpeg	etag:%222c8b-60bd986fda661%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Lootbox_2x3_web-300x200.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Lootbox_2x3_web-300x200.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:55	19294/19294	---M--	200	added ('OK')	image/jpeg	etag:%224b5e-60bcb1a946e1a%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2021/11/Escape-Room-Alsfeld-Gutschein-0343_600x600px-300x300.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2021/11/Escape-Room-Alsfeld-Gutschein-0343_600x600px-300x300.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:55	358704/358704	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257930-60d0930d4b7d7%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-4cd87855.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-4cd87855.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/gutschein/)
19:25:56	110035/110035	---MCZ	200	added ('OK')	text/css	etag:W/%221add3-60b3c45e35403%22	https://nextlevel-erlebnisse.de/wp-includes/css/dist/block-library/style.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-includes/css/dist/block-library/style.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/ambersky/)
19:25:56	119054/119054	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d10e-60d0954fc52b9%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-43502e08.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-43502e08.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/ambersky/)
19:25:56	70729/70729	---MCZ	200	added ('OK')	text/css	etag:W/%2211449-60d095afc2028%22	https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-8043.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-8043.css	(from https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodvalley/)
19:25:56	3303/3303	---MCZ	200	added ('OK')	text/css	etag:W/%22ce7-60bc38267d606%22	https://nextlevel-erlebnisse.de/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodvalley/)
19:25:57	385719/385719	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2b7-60d095b014879%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-534685fc.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-534685fc.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodvalley/)
19:25:57	1/1	---M--	200	added ('OK')	text/plain	etag:%22656f8c6e-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/xxa5vuq.css)
